	Date	PX_LAST	PX_VOLUME	Valuation
IRNS US Equity	3/31/09	0.57	34848	19863.36
IRNS US Equity	12/31/08	1.1	6100	6710
IRNS US Equity	9/30/08	1.1	1100	1210
IRNS US Equity	6/30/08	1.1	2234	2457.4
IRNS US Equity	3/31/08	1.6	3739	5982.4
IRNS US Equity	12/31/07	2	7380	14760
IRNS US Equity	9/28/07	1.55	244	378.2
IRNS US Equity	6/29/07	1.65	1306	2154.9
IRNS US Equity	3/30/07	2	2650	5300
IRNS US Equity	12/29/06	2.45	45820	112259
IRNS US Equity	6/30/06	3	4376	13128
IRNS US Equity	3/31/06	2.05	4700	9635
IRNS US Equity	12/30/05	4	41741	166964
IRNS US Equity	9/30/05	1.75	1850	3237.5
IRNS US Equity	6/30/05	1.75	13311	23294.25
IRNS US Equity	3/31/05	2	32600	65200
IRNS US Equity	12/31/04	0.65	1725	1121.25
IRNS US Equity	9/30/04	0.7	12806	8964.2
IRNS US Equity	6/30/04	0.9	5263	4736.7
IRNS US Equity	3/31/04	0.7	33767	23636.9
IRNS US Equity	12/31/03	0.7	1300	910
IRNS US Equity	9/30/03	0.65	16000	10400
IRNS US Equity	6/30/03	0.3	7000	2100
IRNS US Equity	3/31/03	0.7	13300	9310
IRNS US Equity	12/31/02	0.7	10600	7420
IRNS US Equity	9/30/02	0.51	39100	19941
IRNS US Equity	6/28/02	0.1	7800	780
IRNS US Equity	3/28/02	0.15	1000	150
IRNS US Equity	12/31/01	0.15	11100	1665
IRNS US Equity	9/28/01	0.64	1500	960
IRNS US Equity	6/29/01	0.65	3100	2015
IRNS US Equity	3/30/01	0.609	23700	14433.3
IRNS US Equity	12/29/00	0.625	3400	2125
IRNS US Equity	9/29/00	1	3800	3800
IRNS US Equity	6/30/00	1.125	3000	3375
IRNS US Equity	3/31/00	0.9375	14500	13593.75
IRNS US Equity	12/31/99	0.75	6100	4575
IRNS US Equity	9/30/99	0.75	38500	28875
IRNS US Equity	6/30/99	1.25	8700	10875
IRNS US Equity	3/31/99	1.125	20900	23512.5
IRNS US Equity	12/31/98	1	72600	72600
IRNS US Equity	9/30/98	1.5	26600	39900
IRNS US Equity	6/30/98	1.5625	33100	51718.75
IRNS US Equity	3/31/98	1.25	7100	8875
IRNS US Equity	12/31/97	1.3125	41200	54075
IRNS US Equity	9/30/97	0.875	1100	962.5
IRNS US Equity	6/30/97	1.25	40500	50625
IRNS US Equity	3/31/97	0.5	129700	64850
IRNS US Equity	12/31/96	0.5	145300	72650
IRNS US Equity	9/30/96	0.5625	9800	5512.5
IRNS US Equity	3/29/96	1.0625	1200	1275
IRNS US Equity	12/29/95	1.0625	28700	30493.75
IRNS US Equity	9/29/95	3	3300	9900
IRNS US Equity	6/30/95	1.5	6800	10200
IRNS US Equity	3/31/95	1	700	700
IRNS US Equity	12/30/94	1.5	1100	1650
IRNS US Equity	9/30/94	1.25	415	518.75
IRNS US Equity	6/30/94	2.6	1180	3068
IRNS US Equity	3/28/91	2.6	2186	5683.6
IRNS US Equity	12/31/90	6.25	11111	69443.75
IRNS US Equity	9/28/90	6.25	17075	106718.75
IRNS US Equity	6/29/90	13.75	12305	169193.75
IRNS US Equity	3/30/90	17.5	21480	375900
IRNS US Equity	12/29/89	23.125	22700	524937.5
IRNS US Equity	9/29/89	37.5	24215	908062.5
APTY US Equity	9/29/17	0.015	132002729	1980040.935
APTY US Equity	6/30/17	0.0031	169321333	524896.1323
APTY US Equity	3/31/17	0.0025	200056286	500140.715
APTY US Equity	12/30/16	0.0036	294142479	1058912.924
APTY US Equity	9/30/16	0.0132	90765009	1198098.119
APTY US Equity	6/30/16	0.005	3940138	19700.69
APTY US Equity	3/31/16	0.077	2136538	164513.426
APTY US Equity	12/31/15	0.7	502915	352040.5
CSRH US Equity	9/29/17	0.0037	18760667	69414.4679
CSRH US Equity	6/30/17	0.001	2007821	2007.821
CSRH US Equity	3/31/17	0.0009	2510583	2259.5247
CSRH US Equity	12/30/16	0.0008	3343243	2674.5944
CSRH US Equity	9/30/16	0.0007	1101900	771.33
CSRH US Equity	6/30/16	0.0009	9288848	8359.9632
CSRH US Equity	3/31/16	0.0011	24638342	27102.1762
CSRH US Equity	12/31/15	0.0028	9043491	25321.7748
CSRH US Equity	9/30/15	0.003	2329730	6989.19
CSRH US Equity	6/30/15	0.005	3363136	16815.68
CSRH US Equity	3/31/15	0.0022	2705642	5952.4124
CSRH US Equity	12/31/14	0.003	3340433	10021.299
CSRH US Equity	9/30/14	0.0061	18663336	113846.3496
CSRH US Equity	6/30/14	0.007	28395896	198771.272
CSRH US Equity	3/31/14	0.008	10224696	81797.568
CSRH US Equity	12/31/13	0.009	8038530	72346.77
CSRH US Equity	9/30/13	0.006	20168924	121013.544
CSRH US Equity	6/28/13	0.0129	28261789	364577.0781
CSRH US Equity	3/28/13	0.04	14725210	589008.4
CSRH US Equity	12/31/12	0.012	8204234	98450.808
CSRH US Equity	9/28/12	0.002	4697450	9394.9
CSRH US Equity	6/29/12	0.0046	4655609	21415.8014
CSRH US Equity	3/30/12	0.0045	23008928	103540.176
CSRH US Equity	12/30/11	0.008	13551555	108412.44
CSRH US Equity	9/30/11	0.002	5894067	11788.134
CSRH US Equity	6/30/11	0.01	22848738	228487.38
CSRH US Equity	3/31/11	0.003	5388313	16164.939
CSRH US Equity	12/31/10	0.0025	58377705	145944.2625
CSRH US Equity	9/30/10	0.0035	13299595	46548.5825
CSRH US Equity	6/30/10	0.002	7940110	15880.22
CSRH US Equity	3/31/10	0.01	48465056	484650.56
CSRH US Equity	12/31/09	0.023	2235745	51422.135
CSRH US Equity	9/30/09	0.23	609167	140108.41
CSRH US Equity	6/30/09	0.5	11000	5500
LVWD US Equity	9/29/17	0.055	634512	34898.16
LVWD US Equity	6/30/17	0.047	984668	46279.396
LVWD US Equity	3/31/17	0.05863	1521394	89199.33022
LVWD US Equity	12/30/16	0.048	2599910	124795.68
LVWD US Equity	9/30/16	0.043	1609355	69202.265
LVWD US Equity	6/30/16	0.04013	970140	38931.7182
LVWD US Equity	3/31/16	0.05	3135582	156779.1
LVWD US Equity	12/31/15	0.03513	1672049	58739.08137
LVWD US Equity	9/30/15	0.03538	2696509	95402.48842
LVWD US Equity	6/30/15	0.06	1800963	108057.78
LVWD US Equity	3/31/15	0.14	1076572	150720.08
LVWD US Equity	12/31/14	0.16981	575396	97707.99476
LVWD US Equity	9/30/14	0.16	1856712	297073.92
LVWD US Equity	6/30/14	0.179	1591011	284790.969
LVWD US Equity	3/31/14	0.27	1495334	403740.18
LVWD US Equity	12/31/13	0.23788	3832971	911787.1415
LVWD US Equity	9/30/13	0.22	1813022	398864.84
LVWD US Equity	6/28/13	0.24488	2600464	636801.6243
LVWD US Equity	3/28/13	0.43	2629993	1130896.99
LVWD US Equity	12/31/12	0.255	760242	193861.71
LVWD US Equity	9/28/12	0.28988	919309	266489.2929
LVWD US Equity	6/29/12	0.27988	4247927	1188909.809
LVWD US Equity	3/30/12	0.08	518070	41445.6
LVWD US Equity	12/30/11	0.075	692184	51913.8
LVWD US Equity	9/30/11	0.05	519024	25951.2
LVWD US Equity	6/30/11	0.085	532755	45284.175
LVWD US Equity	3/31/11	0.119	1672153	198986.207
LVWD US Equity	12/31/10	0.035	986938	34542.83
LVWD US Equity	9/30/10	0.03	89516	2685.48
LVWD US Equity	6/30/10	0.04	281272	11250.88
LVWD US Equity	3/31/10	0.042	220562	9263.604
LVWD US Equity	12/31/09	0.04	406145	16245.8
LVWD US Equity	9/30/09	0.045	772662	34769.79
LVWD US Equity	6/30/09	0.05	1117538	55876.9
LVWD US Equity	3/31/09	0.13	198754	25838.02
LVWD US Equity	12/31/08	0.03	881812	26454.36
LVWD US Equity	9/30/08	0.15	401743	60261.45
LVWD US Equity	6/30/08	0.24	627413	150579.12
LVWD US Equity	3/31/08	0.19	575101	109269.19
LVWD US Equity	12/31/07	0.33	381210	125799.3
LVWD US Equity	9/28/07	0.55	580025	319013.75
LVWD US Equity	6/29/07	0.63	1137881	716865.03
LVWD US Equity	3/30/07	0.6	1082969	649781.4
LVWD US Equity	12/29/06	0.59	636032	375258.88
LVWD US Equity	9/29/06	0.58	1753177	1016842.66
LVWD US Equity	6/30/06	0.47	559131	262791.57
LVWD US Equity	3/31/06	0.37	1159805	429127.85
LVWD US Equity	12/30/05	0.43	994119	427471.17
LVWD US Equity	9/30/05	0.45	887415	399336.75
LVWD US Equity	6/30/05	0.47	1350948	634945.56
LVWD US Equity	3/31/05	0.32	1931966	618229.12
LVWD US Equity	12/31/04	0.35	1030552	360693.2
LVWD US Equity	9/30/04	0.4	1019910	407964
LVWD US Equity	6/30/04	0.14	1203921	168548.94
LVWD US Equity	3/31/04	0.25	662532	165633
LVWD US Equity	12/31/03	0.145	780897	113230.065
LVWD US Equity	9/30/03	0.25	458300	114575
LVWD US Equity	6/30/03	0.03	1824300	54729
LVWD US Equity	3/31/03	0.03	792200	23766
LVWD US Equity	12/31/02	0.035	1318800	46158
LVWD US Equity	9/30/02	0.02	764000	15280
LVWD US Equity	6/28/02	0.02	1927600	38552
LVWD US Equity	3/28/02	0.065	1044600	67899
LVWD US Equity	12/31/01	0.034	4515100	153513.4
LVWD US Equity	9/28/01	0.05	1288100	64405
LVWD US Equity	6/29/01	0.125	3502000	437750
LVWD US Equity	3/30/01	0.1875	13429200	2517975
LVWD US Equity	12/29/00	0.15625	10098400	1577875
LVWD US Equity	9/29/00	1.1875	10478900	12443693.75
LVWD US Equity	6/30/00	1.5625	12239100	19123593.75
LVWD US Equity	3/31/00	6.0625	12354000	74896125
LVWD US Equity	12/31/99	26.125	27117800	708452525
LVWD US Equity	9/30/99	8.5	34692800	294888800
AMBS US Equity	9/29/17	0.032	8628873	276123.936
AMBS US Equity	6/30/17	0.0363	11701886	424778.4618
AMBS US Equity	3/31/17	0.0619	29676895	1836999.801
AMBS US Equity	12/30/16	0.0268	25242682	676503.8776
AMBS US Equity	9/30/16	0.03	29673421	890202.63
AMBS US Equity	6/30/16	0.051	74426012	3795726.612
AMBS US Equity	3/31/16	0.0546	92645569	5058448.067
AMBS US Equity	12/31/15	0.635	30509341	19373431.54
AMBS US Equity	9/30/15	1.2	4635989	5563186.8
AMBS US Equity	6/30/15	6.25	1980687	12379293.75
AMBS US Equity	3/31/15	7.5	2259880	16949100
AMBS US Equity	12/31/14	12.3281	1267760	15629072.06
AMBS US Equity	9/30/14	13.725	4092318	56167064.55
AMBS US Equity	6/30/14	15.6562	2052263	32130639.98
AMBS US Equity	3/31/14	11.625	3669930	42662936.25
AMBS US Equity	12/31/13	11.9719	1628047	19490815.88
AMBS US Equity	9/30/13	9.45	2471937	23359804.65
AMBS US Equity	6/28/13	5.25	1485100	7796775
AMBS US Equity	3/28/13	7.8	3656712	28522353.6
AMBS US Equity	12/31/12	19.8	7956827	157545174.6
AMBS US Equity	9/28/12	1.05	482070	506173.5
AMBS US Equity	6/29/12	3	51649	154947
AMBS US Equity	3/30/12	8.25	15325	126431.25
AMBS US Equity	12/30/11	20.25	10138	205294.5
AMBS US Equity	9/30/11	15	31188	467820
AMBS US Equity	6/30/11	157.5	2112	332640
AMBS US Equity	9/30/10	0.6	3083	1849.8
XCLL US Equity	9/29/17	0.001	22129484	22129.484
XCLL US Equity	6/30/17	0.001	58807712	58807.712
XCLL US Equity	3/31/17	0.0018	27933624	50280.5232
XCLL US Equity	12/30/16	0.0015	37856419	56784.6285
XCLL US Equity	9/30/16	0.0016	39372287	62995.6592
XCLL US Equity	6/30/16	0.0007	244339217	171037.4519
XCLL US Equity	3/31/16	0.0003	466800225	140040.0675
XCLL US Equity	12/31/15	0.0003	584200572	175260.1716
XCLL US Equity	9/30/15	0.0039	46563099	181596.0861
XCLL US Equity	6/30/15	0.007	54208732	379461.124
XCLL US Equity	3/31/15	0.02	9718554	194371.08
XCLL US Equity	12/31/14	0.0261	15907018	415173.1698
XCLL US Equity	9/30/14	0.0275	16019426	440534.215
XCLL US Equity	6/30/14	0.0639	4935892	315403.4988
XCLL US Equity	3/31/14	0.1168	3296932	385081.6576
XCLL US Equity	12/31/13	0.121	7180040	868784.84
XCLL US Equity	9/30/13	0.0701	7610662	533507.4062
XCLL US Equity	6/28/13	0.068	16503744	1122254.592
XCLL US Equity	3/28/13	0.08	4089552	327164.16
XCLL US Equity	12/31/12	0.1	8173390	817339
XCLL US Equity	9/28/12	0.17	7692942	1307800.14
XCLL US Equity	6/29/12	0.13	28494434	3704276.42
XCLL US Equity	3/30/12	0.6	41351881	24811128.6
XCLL US Equity	12/30/11	0.65	2516477	1635710.05
XCLL US Equity	9/30/11	0.8	6200	4960
XCLL US Equity	3/31/11	0.0057	175000	997.5
XCLL US Equity	12/31/10	0.0041	1575000	6457.5
XCLL US Equity	9/30/10	0.0031	175000	542.5
IRSB US Equity	9/29/17	0.14	149710	20959.4
IRSB US Equity	6/30/17	0.22	177007	38941.54
IRSB US Equity	3/31/17	0.22	423206	93105.32
IRSB US Equity	12/30/16	0.1569	535278	83985.1182
IRSB US Equity	9/30/16	0.13	207554	26982.02
IRSB US Equity	6/30/16	0.125	413075	51634.375
IRSB US Equity	3/31/16	0.21	316035	66367.35
IRSB US Equity	12/31/15	0.18	3217603	579168.54
IRSB US Equity	9/30/15	0.35	66769	23369.15
IRSB US Equity	6/30/15	0.6	33663	20197.8
IRSB US Equity	3/31/15	0.3	31569	9470.7
IRSB US Equity	12/31/14	1.25	8016	10020
IRSB US Equity	9/30/14	2.25	38497	86618.25
IRSB US Equity	6/30/14	2.95	211632	624314.4
IRSB US Equity	3/31/14	0.27	21400	5778
IRSB US Equity	12/31/13	0.25	76450	19112.5
IRSB US Equity	9/30/13	0.18	36500	6570
IRSB US Equity	6/28/13	0.45	10100	4545
IRSB US Equity	3/28/13	0.4	5500	2200
IRSB US Equity	12/31/12	0.33	32250	10642.5
IRSB US Equity	9/28/12	0.38	36782	13977.16
IRSB US Equity	6/29/12	0.4	25340	10136
IRSB US Equity	3/30/12	0.8	3700	2960
IRSB US Equity	12/30/11	0.8	12126	9700.8
IRSB US Equity	9/30/11	0.8	108375	86700
IRSB US Equity	6/30/11	0.8	14199	11359.2
IRSB US Equity	3/31/11	1.1	4082	4490.2
IRSB US Equity	12/31/10	1.11	14649	16260.39
IRSB US Equity	9/30/10	1.1	11382	12520.2
IRSB US Equity	6/30/10	1.84	46327	85241.68
IRSB US Equity	3/31/10	0.85	67933	57743.05
IRSB US Equity	12/31/09	0.875	65120	56980
IRSB US Equity	9/30/09	0.48	161930	77726.4
IRSB US Equity	6/30/09	1.1	11199	12318.9
IRSB US Equity	3/31/09	1.01	19325	19518.25
IRSB US Equity	12/31/08	1.7	47670	81039
IRSB US Equity	9/30/08	1.6	44743	71588.8
OROE US Equity	9/29/17	0.0107	174799	1870.3493
OROE US Equity	6/30/17	0.0118	238955	2819.669
OROE US Equity	3/31/17	0.008	1584362	12674.896
OROE US Equity	12/30/16	0.017	2019018	34323.306
OROE US Equity	9/30/16	0.01	2713959	27139.59
OROE US Equity	6/30/16	0.02	1920730	38414.6
OROE US Equity	3/31/16	0.02	1427436	28548.72
OROE US Equity	12/31/15	0.0301	5952748	179177.7148
OROE US Equity	9/30/15	0.058	1821565	105650.77
OROE US Equity	6/30/15	0.044	1204481	52997.164
OROE US Equity	3/31/15	0.039	3957821	154355.019
OROE US Equity	12/31/14	0.0999	24233998	2420976.4
OROE US Equity	9/30/14	0.4	557792	223116.8
OROE US Equity	6/30/14	0.3	22000	6600
OROE US Equity	3/31/14	0.19	40000	7600
OROE US Equity	9/30/13	0.19	2000	380
ATGN US Equity	9/29/17	0.28	560303	156884.84
ATGN US Equity	6/30/17	0.225	294420	66244.5
ATGN US Equity	3/31/17	0.26	650435	169113.1
ATGN US Equity	12/30/16	0.16	861073	137771.68
ATGN US Equity	9/30/16	0.18	471469	84864.42
ATGN US Equity	6/30/16	0.25	279726	69931.5
ATGN US Equity	3/31/16	0.299	219236	65551.564
ATGN US Equity	12/31/15	0.34	657232	223458.88
ATGN US Equity	9/30/15	0.27	410413	110811.51
ATGN US Equity	6/30/15	0.37	1960907	725535.59
ATGN US Equity	3/31/15	0.47	3227204	1516785.88
ATGN US Equity	12/31/14	0.1719	1143035	196487.7165
ATGN US Equity	9/30/14	0.18	755464	135983.52
ATGN US Equity	6/30/14	0.195	646705	126107.475
ATGN US Equity	3/31/14	0.2	832206	166441.2
ATGN US Equity	12/31/13	0.1481	2793300	413687.73
ATGN US Equity	9/30/13	0.16	2495931	399348.96
ATGN US Equity	6/28/13	0.2499	173136	43266.6864
ATGN US Equity	3/28/13	0.35	456036	159612.6
ATGN US Equity	12/31/12	0.24	1826567	438376.08
ATGN US Equity	9/28/12	0.235	1022174	240210.89
ATGN US Equity	6/29/12	0.26	545242	141762.92
ATGN US Equity	3/30/12	0.55	614927	338209.85
ATGN US Equity	12/30/11	0.3	1659373	497811.9
ATGN US Equity	9/30/11	0.68	137702	93637.36
ATGN US Equity	6/30/11	0.9	729822	656839.8
ATGN US Equity	3/31/11	1.01	1690452	1707356.52
ATGN US Equity	12/31/10	0.65	1221561	794014.65
ATGN US Equity	9/30/10	0.75	427785	320838.75
ATGN US Equity	6/30/10	0.71	894070	634789.7
ATGN US Equity	3/31/10	0.7	1424817	997371.9
ATGN US Equity	12/31/09	1	4772852	4772852
ATGN US Equity	9/30/09	1	1393576	1393576
ATGN US Equity	6/30/09	0.72	312309	224862.48
ATGN US Equity	3/31/09	0.75	320796	240597
ATGN US Equity	12/31/08	0.88	1077434	948141.92
ATGN US Equity	9/30/08	0.99	683235	676402.65
ATGN US Equity	6/30/08	1.21	524842	635058.82
ATGN US Equity	3/31/08	1.65	855853	1412157.45
ATGN US Equity	12/31/07	1.61	1086696	1749580.56
ATGN US Equity	9/28/07	1.57	1982641	3112746.37
ATGN US Equity	6/29/07	1.65	1879821	3101704.65
ATGN US Equity	3/30/07	1.9	1257490	2389231
ATGN US Equity	12/29/06	1.63	1318928	2149852.64
ATGN US Equity	9/29/06	1.51	1538581	2323257.31
ATGN US Equity	6/30/06	1.58	4291803	6781048.74
ATGN US Equity	3/31/06	1.87	1762013	3294964.31
ATGN US Equity	12/30/05	1.53	1670864	2556421.92
ATGN US Equity	9/30/05	1.74	841086	1463489.64
ATGN US Equity	6/30/05	1.86	1313219	2442587.34
ATGN US Equity	3/31/05	2.9	1252504	3632261.6
ATGN US Equity	12/31/04	3.95	5115097	20204633.15
ATGN US Equity	9/30/04	2.51	923355	2317621.05
ATGN US Equity	6/30/04	3.36	1551421	5212774.56
ATGN US Equity	3/31/04	3.65	5412514	19755676.1
ATGN US Equity	12/31/03	3.49	3831229	13370989.21
ATGN US Equity	9/30/03	2.99	3902359	11668053.41
ATGN US Equity	6/30/03	1.46	2533847	3699416.62
ATGN US Equity	3/31/03	0.9	956454	860808.6
ATGN US Equity	12/31/02	0.57	627736	357809.52
ATGN US Equity	9/30/02	0.46	656583	302028.18
ATGN US Equity	6/28/02	0.63	693500	436905
ATGN US Equity	3/28/02	0.6	846400	507840
ATGN US Equity	12/31/01	1	1627100	1627100
ATGN US Equity	9/28/01	0.85	1062600	903210
ATGN US Equity	6/29/01	1.15	1220100	1403115
ATGN US Equity	3/30/01	0.99	2447900	2423421
ATGN US Equity	12/29/00	1.125	4690200	5276475
ATGN US Equity	9/29/00	4.1875	5481800	22955037.5
ATGN US Equity	6/30/00	5.9375	9043900	53698156.25
ATGN US Equity	3/31/00	11.375	12185300	138607787.5
ATGN US Equity	12/31/99	10.3125	34957900	360503343.8
RACK US Equity	9/29/17	0.7	4674	3271.8
RACK US Equity	6/30/17	0.7	4558	3190.6
RACK US Equity	3/31/17	0.146	4318	630.428
RACK US Equity	12/30/16	2.25	1987	4470.75
RACK US Equity	9/30/16	2.65	22060	58459
RACK US Equity	6/30/16	2.2	57397	126273.4
RACK US Equity	3/31/16	0.55	29543	16248.65
RACK US Equity	12/31/15	0.26	8408	2186.08
RACK US Equity	9/30/15	0.3	2194	658.2
RACK US Equity	6/30/15	0.381	8601	3276.981
RACK US Equity	3/31/15	0.42	34104	14323.68
RACK US Equity	12/31/14	0.56	55435	31043.6
RACK US Equity	9/30/14	2.31	11431	26405.61
RACK US Equity	6/30/14	3.75	10951	41066.25
RACK US Equity	3/31/14	5.75	28042	161241.5
RACK US Equity	12/31/13	2.68	17000	45560
RACK US Equity	9/30/13	3	6360	19080
RACK US Equity	6/28/13	3.6	34343	123634.8
RACK US Equity	3/28/13	9.3	21697	201782.1
RACK US Equity	12/31/12	45	18617	837765
RACK US Equity	9/28/12	60	10393	623580
RACK US Equity	6/29/12	75	22681	1701075
RACK US Equity	3/30/12	213	1662	354006
RACK US Equity	12/30/11	345	5077	1751565
RACK US Equity	9/30/11	141	415	58515
ARYC US Equity	9/29/17	0.0081	331038609	2681412.733
ARYC US Equity	6/30/17	0.0077	162272653	1249499.428
ARYC US Equity	3/31/17	0.005313	359684079	1911001.512
ARYC US Equity	12/30/16	0.003375	489418642	1651787.917
ARYC US Equity	9/30/16	0.001	133933906	133933.906
ARYC US Equity	6/30/16	0.000688	349937292	240756.8569
ARYC US Equity	3/31/16	0.000375	776235464	291088.299
ARYC US Equity	12/31/15	0.000625	1195978432	747486.52
ARYC US Equity	9/30/15	0.005188	799453519	4147564.857
ARYC US Equity	6/30/15	0.004688	1315755490	6168261.737
ARYC US Equity	3/31/15	0.09	2241934	201774.06
ARYC US Equity	12/31/14	0.098125	2477866	243140.6013
ARYC US Equity	9/30/14	0.161875	3474429	562423.1944
ARYC US Equity	6/30/14	0.142188	7218549	1026391.045
ARYC US Equity	3/31/14	0.135	7195972	971456.22
ARYC US Equity	12/31/13	0.53	10513480	5572144.4
ARYC US Equity	9/30/13	0.55	7824870	4303678.5
ARYC US Equity	6/28/13	0.131	3227919	422857.389
ARYC US Equity	3/28/13	0.19	1123379	213442.01
ARYC US Equity	12/31/12	0.15	1048444	157266.6
ARYC US Equity	9/28/12	0.19	1718791	326570.29
ARYC US Equity	6/29/12	0.22	1768012	388962.64
ARYC US Equity	3/30/12	0.31	2056628	637554.68
ARYC US Equity	12/30/11	0.09	902521	81226.89
ARYC US Equity	9/30/11	0.169	1602563	270833.147
ARYC US Equity	6/30/11	0.095	1982118	188301.21
ARYC US Equity	3/31/11	0.28	1594335	446413.8
ARYC US Equity	12/31/10	0.26	3259758	847537.08
ARYC US Equity	9/30/10	0.2	2154681	430936.2
ARYC US Equity	6/30/10	0.7	3370496	2359347.2
ARYC US Equity	3/31/10	0.9	1418439	1276595.1
ARYC US Equity	12/31/09	1.1	2434646	2678110.6
ARYC US Equity	9/30/09	0.29	1898213	550481.77
ARYC US Equity	6/30/09	0.52	576696	299881.92
ARYC US Equity	3/31/09	2.15	24050	51707.5
ARYC US Equity	12/31/08	1.08	39652	42824.16
ARYC US Equity	9/30/08	1.5	46576	69864
ARYC US Equity	6/30/08	2.25	15317	34463.25
ARYC US Equity	3/31/08	2.4	193154	463569.6
ARYC US Equity	12/31/07	0.21	47602	9996.42
ARYC US Equity	9/28/07	0.42	132448	55628.16
ARYC US Equity	6/29/07	1.2	77245	92694
ARYC US Equity	3/30/07	2.999999	37111	111332.9629
ARYC US Equity	12/29/06	13.199997	48126	635263.0556
ARYC US Equity	9/29/06	12.599997	21476	270597.5356
ARYC US Equity	6/30/06	37.499993	39315	1474312.225
ARYC US Equity	3/31/06	22.499996	19266	433484.9229
ARYC US Equity	12/30/05	59.999988	3935	236099.9528
ARYC US Equity	9/30/05	119.999976	3561	427319.9145
ARYC US Equity	6/30/05	203.999959	13279	2708915.456
ARYC US Equity	3/31/05	1379.999724	8760	12088797.58
ARYC US Equity	12/31/04	1415.999717	5436	7697374.462
ARYC US Equity	9/30/04	767.999846	295	226559.9546
ARYC US Equity	6/30/04	1151.99977	89	102527.9795
ARYC US Equity	3/31/04	4799.99904	182	873599.8253
ARYC US Equity	12/31/03	8831.998234	334	2949887.41
ARYC US Equity	9/30/03	10559.99789	314	3315839.337
ARYC US Equity	6/30/03	9791.998042	4	39167.99217
ARYC US Equity	3/31/03	18239.99635	2	36479.9927
ARYC US Equity	12/31/02	20159.99597	3	60479.9879
ARYC US Equity	9/30/02	24959.99501	0	
ARYC US Equity	6/28/02	15062.39611	0	
ARYC US Equity	3/28/02	6024.958446	0	
ARYC US Equity	12/31/01	5020.798705	0	
ARYC US Equity	9/28/01	6024.958446	0	
MOSY US Equity	9/29/17	0.9568	37380290	35765461.47
MOSY US Equity	6/30/17	1.71	75273330	128717394.3
MOSY US Equity	3/31/17	2.09	19728191	41231919.19
MOSY US Equity	12/30/16	2.3013	1750457	4028326.694
MOSY US Equity	9/30/16	7.5	398047	2985352.5
MOSY US Equity	6/30/16	4.05	547831	2218715.55
MOSY US Equity	3/31/16	6.5	455225	2958962.5
MOSY US Equity	12/31/15	10.9	437703	4770962.7
MOSY US Equity	9/30/15	14.9	426156	6349724.4
MOSY US Equity	6/30/15	19	535705	10178395
MOSY US Equity	3/31/15	21	1064324	22350804
MOSY US Equity	12/31/14	18.7	1078253	20163331.1
MOSY US Equity	9/30/14	24.2	986985	23885037
MOSY US Equity	6/30/14	31.4	2100297	65949325.8
MOSY US Equity	3/31/14	45.4	1420462	64488974.8
MOSY US Equity	12/31/13	55.2	1308948	72253929.6
MOSY US Equity	9/30/13	37.2	736908	27412977.6
MOSY US Equity	6/28/13	40.2	1525652	61331210.4
MOSY US Equity	3/28/13	47.1	829014	39046559.4
MOSY US Equity	12/31/12	34.8	495854	17255719.2
MOSY US Equity	9/28/12	40.4	587110	23719244
MOSY US Equity	6/29/12	32.4	850670	27561708
MOSY US Equity	3/30/12	39.7	1081042	42917367.4
MOSY US Equity	12/30/11	42	757779	31826718
MOSY US Equity	9/30/11	36.6	595072	21779635.2
MOSY US Equity	6/30/11	57.5	519307	29860152.5
MOSY US Equity	3/31/11	60.1	527069	31676846.9
MOSY US Equity	12/31/10	56.9	477500	27169750
MOSY US Equity	9/30/10	48.8	365108	17817270.4
MOSY US Equity	6/30/10	44.2	636898	28150891.6
MOSY US Equity	3/31/10	40.1	497036	19931143.6
MOSY US Equity	12/31/09	39.4	607117	23920409.8
MOSY US Equity	9/30/09	25	186413	4660325
